# line_id  wave		width
l4302      6828.62         0.30
l4303      6828.91         0.27
l4304      6829.14         0.14
l4305      6829.37         0.29
l4306      6829.63         0.23
l4307      6829.90         0.37
l4308      6830.21         0.26
l4309      6830.55         0.43
l4310      6830.87         0.19
l4311      6831.09         0.26
l4312      6831.33         0.21
l4313      6831.59         0.34
l4314      6831.95         0.38
l4315      6832.23         0.18
l4316      6832.65         0.18
l4317      6832.90         0.31
l4318      6833.65         0.49
l4319      6834.07         0.35
l4320      6834.43         0.26
l4321      6834.67         0.21
l4322      6834.87         0.17
l4323      6835.17         0.45
l4324      6835.66         0.27
l4325      6836.01         0.44
l4326      6836.33         0.19
l4327      6836.65         0.45
l4328      6837.04         0.33
l4329      6837.32         0.24
l4330      6837.50         0.13
l4331      6837.67         0.19
l4332      6837.92         0.31
l4333      6838.16         0.17
l4334      6838.34         0.20
l4335      6838.57         0.26
l4336      6838.82         0.23
l4337      6839.12         0.37
l4338      6839.44         0.29
l4339      6839.95         0.19
l4340      6840.67         0.20
l4341      6840.87         0.20
l4342      6841.38         0.31
l4343      6841.62         0.20
l4344      6841.79         0.13
l4345      6842.17         0.39
l4346      6842.46         0.21
l4347      6842.74         0.34
l4348      6843.04         0.27
l4349      6843.38         0.39
l4350      6844.00         0.39
l4351      6844.41         0.14
l4352      6844.65         0.34
l4353      6845.51         0.26
l4354      6845.99         0.36
l4355      6846.27         0.20
l4356      6846.53         0.32
l4357      6846.80         0.23
l4358      6847.04         0.23
l4359      6847.42         0.54
l4360      6847.96         0.54
l4361      6848.30         0.15
l4362      6848.56         0.36
l4363      6849.04         0.28
l4364      6849.43         0.50
l4365      6849.78         0.16
l4366      6850.00         0.29
l4367      6850.29         0.27
l4368      6850.57         0.20
l4369      6851.35         0.29
l4370      6851.76         0.39
l4371      6852.11         0.32
l4372      6852.96         0.33
l4373      6853.70         0.28
l4374      6853.99         0.34
l4375      6854.81         0.21
l4376      6855.11         0.38
l4377      6855.55         0.50
l4378      6855.92         0.23
l4379      6856.19         0.32
l4380      6856.43         0.16
l4381      6856.60         0.18
l4382      6856.88         0.37
l4383      6857.17         0.22
l4384      6857.55         0.24
l4385      6857.84         0.35
l4386      6858.20         0.36
l4387      6858.50         0.24
l4388      6858.81         0.39
l4389      6859.10         0.19
l4390      6859.36         0.32
l4391      6859.74         0.43
l4392      6860.07         0.28
l4393      6860.37         0.31
l4394      6860.67         0.29
l4395      6861.00         0.39
l4396      6861.50         0.42
l4397      6861.95         0.34
l4398      6862.28         0.31
l4399      6862.58         0.30
l4400      6862.86         0.26
l4401      6863.04         0.09
l4402      6863.28         0.40
l4403      6863.60         0.24
l4404      6863.86         0.28
l4405      6864.13         0.25
l4406      6864.34         0.19
l4407      6864.53         0.18
l4408      6864.69         0.11
l4409      6865.20         0.35
l4410      6865.57         0.40
l4411      6866.03         0.52
l4412      6866.40         0.22
l4413      6866.63         0.23
l4414      6866.83         0.19
l4415      6867.11         0.36
l4416      6890.63         0.37
l4417      6891.51         0.49
l4418      6894.95         0.41
l4419      6895.34         0.39
l4420      6897.88         0.54
l4421      6898.40         0.49
l4422      6898.79         0.29
l4423      6899.21         0.23
l4424      6899.46         0.28
